Taxon ID,Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,EPBC Act Migratory,Conservation Advice,Class,Order,Family,Genus,Taxon Group,ACT NC Act,Listed Name,NSW TSC Act and FM Act,Listed Name,NT TPWC Act,Listed Name,Qld NC Act,Listed Name,SA NPW Act,Listed Name,Tas. TSP Act,Listed Name,Vic. FFG Act (Advisory Lists),Listed Name,WA WC Act,Listed Name,IUCN Red List,IUCN Red List Listed Names,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos (Keeling) Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area
19773,Acacia brachystachya,"Umbrella Mulga, Turpentine Mulga",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia brachystachya,,,,,,,,,,,,,,,,,
20968,Acacia brassii, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia brassii,,,,,,,,,,,,,,,,,
74988,Acacia brumalis, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia brumalis,,,,,,,,,,,,,,,,,
5430,Acacia burrowii,Burrow's Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia burrowii,,,,,,,,,,,,,,,,,
8575,Acacia bynoeana,"Bynoe's Wattle, Tiny Wattle",Vulnerable,Acacia bynoeana,16-Jul-00,,17-Dec-13,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Endangered,Acacia bynoeana,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
21883,Acacia caerulescens,"Limestone Blue Wattle, Buchan Blue, Buchan Blue Wattle",Vulnerable,Acacia caerulescens,16-Jul-00,,1-Apr-16,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Acacia caerulescens,,,,,,,,,,,Endemic,,,,,,,,,,
55584,Acacia caesariata, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Acacia caesariata,,,,,,,,,,Present,,,,,,,,,
2536,Acacia calamifolia,"Wallowa, Reed-leaf Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia calamifolia,,,,,,,,,,,,,,,,,
18650,Acacia calantha, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Near Threatened,Acacia calantha,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
3234,Acacia calcicola,"Myall-gidgee, Morthern Myall, Shrubby Mulga, Grey Myall, Shrubby Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia calcicola,,,,,,,,,,,,,,,,,
9945,Acacia cambagei,"Gidgee, Gidga, Gigya, Gidyea, Stinking Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cambagei,,,,,,,,,,,,,,,,,
17472,Acacia cana,"Broad-leaved Nealie, Cabbage-tree Wattle, Boree",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cana,,,,,,,,,,,,,,,,,
55213,Acacia cangaiensis,Cangai Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Acacia cangaiensis,,Endemic,,,,,,,,,,,,,,,
13594,Acacia cardiophylla,Wyalong Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cardiophylla,,,,,,,,,,,,,,,,,
66685,Acacia carneorum,"Needle Wattle, Dead Finish, Purple-wood Wattle",Vulnerable,Acacia carneorum,16-Jul-00,,3-Jul-08,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia carneorum,,,,,Vulnerable,Acacia carneorum,,,,,,,,,,Present,,,Present,,,,,,,,,,,,
5917,Acacia caroleae, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia caroleae,,,,,,,,,,,,,,,,,
65198,Acacia castanostegia, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia castanostegia,,,,,,,,,,,,,,,,,
91334,Acacia castorum,Peak Range Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Vulnerable,Acacia castorum,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
7485,Acacia catenulata,Bendee,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia catenulata,,,,,,,,,,,,,,,,,
6836,Acacia celastrifolia,"Glowing Wattle, Celastrus-leaved Acacia",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia celastrifolia,,,,,,,,,,,,,,,,,
65249,Acacia chapmanii subsp. australis, ,Endangered,Acacia chapmanii subsp. australis,18-Aug-06,,3-Jul-08,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Acacia chapmanii subsp. australis,,,,,,,,,,Endemic,,,,,,,,,
55962,Acacia chartacea, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia chartacea,,,,,,,,,,,,,,,,,
14890,Acacia chrysotricha,Newry Golden Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Endangered,Acacia chrysotricha,,,,,,,,,,,,,Endangered,Acacia chrysotricha,,Present,,,,,,,,,,,,,,,
8828,Acacia cincinnata, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cincinnata,,,,,,,,,,,,,,,,,
91636,Acacia cineramis,Smooth Nealie,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Acacia cineramis,,,,,,,,,,,,,,,,,,,,,
8998,Acacia citrinoviridis,"River Jam, Milhan, Wantan",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia citrinoviridis,,,,,,,,,,,,,,,,,
74995,Acacia clandullensis, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Acacia clandullensis,,,,,,,,,,,,,,,,,
20436,Acacia clunies-rossiae,"Kowmung Wattle, Kanangra Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia clunies-rossiae,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
23877,Acacia cochlocarpa subsp. cochlocarpa,Spiral-fruited Wattle,Endangered,Acacia cochlocarpa subsp. cochlocarpa,16-Jul-00,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia cochlocarpa subsp. cochlocarpa,,,,,,,,,,Endemic,,,,,,,,,
65112,Acacia cochlocarpa subsp. velutinosa,Velvety Spiral Pod Wattle,Critically Endangered,Acacia cochlocarpa subsp. velutinosa,18-Aug-06,,1-Oct-08,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia cochlocarpa subsp. velutinosa,,,,,,,,,,Endemic,,,,,,,,,
15834,Acacia cognata,"Narrow-leaf Bower Wattle, Bower Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cognata,,,,,,,,,,,,,,,,,
55598,Acacia colei,Cole's Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia colei,,,,,,,,,,,,,,,,,
10509,Acacia colletioides,"Pin-bush, Spine Bush, Wait-a-while",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Acacia colletioides,,,Least Concern,Acacia colletioides,,,,,,,,,,,,,,,,,
11988,Acacia complanata,"Flat-stemed Wattle, Long Pod Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia complanata,,,,,,,,,,,,,,,,,
14501,Acacia concurrens,"Curracabah, Black Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia concurrens,,,,,,,,,,,,,,,,,
18337,Acacia conferta,Crowded-leaf Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia conferta,,,,,,,,,,,,,,,,,
4041,Acacia confluens,"Wyrilda, Arkaroola Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Vulnerable,Acacia confluens,,,,,,,Least Concern,Acacia confluens,,,,,Present,,,,,,,,,,,,
11458,Acacia conniana, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia conniana,,,,,,,,,,,,,,,,,
19910,Acacia conspersa, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia conspersa,,,,,,,,,,,,,,,,,
10798,Acacia constablei,Narrabarba Wattle,Critically Endangered,Acacia constablei,31-Mar-23,,31-Mar-23,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Critically Endangered,Acacia constablei,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
75096,Acacia convallium, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia convallium,,,,,,,,,,,,,,,,,
6148,Acacia coolgardiensis, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia coolgardiensis,,,,,,,,,,,,,,,,,
20970,Acacia coriacea,"Wirewood, Desert Oak, Dogwood, Wiry Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia coriacea,,,,,,,,,,,,,,,,,
56299,Acacia courtii,"Three Brothers Wattle, Brother Wattle, Northern Brother Wattle",Vulnerable,Acacia courtii,16-Jul-00,,26-Mar-08,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia courtii,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
14005,Acacia cowleana, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cowleana,,,,,,,,,,,,,,,,,
15591,Acacia craspedocarpa, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia craspedocarpa,,,,,,,,,,,,,,,,,
10040,Acacia crassa, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia crassa,,,,,,,,,,,,,,,,,
2836,Acacia crassicarpa,"Northern Wattle, Thick-podded Salwood",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia crassicarpa,,,,,,,,,,,,,,,,,
13552,Acacia crassiuscula, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia crassiuscula,,,,,,,,,,,,,,,,,
10689,Acacia cretacea,Chalky Wattle,Endangered,Acacia cretacea,16-Jul-00,,17-Dec-13,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Endangered,Acacia cretacea,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
6557,Acacia cretata, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cretata,,,,,,,,,,,,,,,,,
10927,Acacia crombiei,Pink Gidgee,Vulnerable,Acacia crombiei,16-Jul-00,,1-Oct-08,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Vulnerable,Acacia crombiei,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
3861,Acacia cultriformis,"Knife-leaf Wattle, Dog-tooth Wattle, Half-moon Wattle, Golden Glow Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cultriformis,,,,,,,,,,,,,,,,,
29854,Acacia cupularis,"Coastal Umbrella Bush, Small Cooba",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Acacia cupularis,,,,,,,,,,,,,,,,,,,,,
3908,Acacia curranii,Curly-bark Wattle,Vulnerable,Acacia curranii,16-Jul-00,,1-Oct-08,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia curranii,,,Vulnerable,Acacia curranii,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
15848,Acacia curvinervia, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia curvinervia,,,,,,,,,,,,,,,,,
18064,Acacia cuspidifolia,"Wait-a-while, Bohemia",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cuspidifolia,,,,,,,,,,,,,,,,,
15427,Acacia cuthbertsonii, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cuthbertsonii,,,,,,,,,,,,,,,,,
14775,Acacia cyclops,"Western Coastal Wattle, Rooikrans (South Africa)",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cyclops,,,,,,,,,,,,,,,,,
20677,Acacia cyperophylla,"Red Mulga, Mineritchie",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cyperophylla,,,,,,,,,,,,,,,,,
5515,Acacia dallachiana,Catkin Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Vulnerable,Acacia dallachiana,,,Vulnerable,Acacia dallachiana,,,,,,,,,,,,,,,,,
55214,Acacia dangarensis, ,Critically Endangered,Acacia dangarensis,25-Sep-20,,25-Sep-20,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Critically Endangered,Acacia dangarensis,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
84571,Acacia daviesii,Timbertop Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered ,Acacia daviesii,,,,,,,,,,,Present,,,,,,,,,,
8226,Acacia dawsonii,"Poverty Wattle, Mitta Wattle, Dawson's Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Vulnerable,Acacia dawsonii,,,Least Concern,Acacia dawsonii,,,,,,,,,,,,,,,,,
10832,Acacia dealbata,Silver Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia dealbata,,,,,,,,,,,,,,,,,
3329,Acacia deanei,"Deane's Wattle, Green Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia deanei,,,,,,,,,,,,,,,,,
29955,Acacia deanei subsp. deanei,Deane's Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Endangered ,Acacia deanei subsp. deanei,,,,,,,,,,,Present,,,,,,,,,,
9954,Acacia deanei subsp. paucijuga,Green Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Vulnerable,Acacia deanei subsp. paucijuga,,,,,,,,,,,,,,,,,,,,,
3112,Acacia debilis, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia debilis,,,,,,,,,,,,,,,,,
9540,Acacia decora,"Western Silver Wattle, Showy Wattle, Western Golden Wattle, Pretty Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Acacia decora,,,,,,,,,,,,,,,,,,,,,
13009,Acacia delibrata, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia delibrata,,,,,,,,,,,,,,,,,
75120,Acacia demissa,"Ashburton Willow, Moondyne Tree",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia demissa,,,,,,,,,,,,,,,,,
19486,Acacia dempsteri, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia dempsteri,,,,,,,,,,,,,,,,,
20600,Acacia denticulosa,Sandpaper Wattle,Vulnerable,Acacia denticulosa,16-Jul-00,,26-Mar-08,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Acacia denticulosa,,,,,,,,,,Endemic,,,,,,,,,
4247,Acacia dentifera,Tooth-bearing Acacia,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia dentifera,,,,,,,,,,,,,,,,,
5685,Acacia depressa,Echidna Wattle,Vulnerable,Acacia depressa,16-Jul-00,,3-Jul-08,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Acacia depressa,,,,,,,,,,Endemic,,,,,,,,,
7910,Acacia desertorum, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia desertorum,,,,,,,,,,,,,,,,,
12836,Acacia deuteroneura, ,Vulnerable,Acacia deuteroneura,16-Jul-00,,1-Oct-08,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Critically Endangered,Acacia deuteroneura,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
55949,Acacia didyma, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia didyma,,,,,,,,,,,,,,,,,
9740,Acacia dietrichiana, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia dietrichiana,,,,,,,,,,,,,,,,,
8171,Acacia difficilis, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia difficilis,,,,,,,,,,,,,,,,,
12585,Acacia difformis,"Drooping Wattle, Wyalong Wattle, Mystery Wattle (Vic.)",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia difformis,,,,,,,,,,,,,,,,,
20813,Acacia dimidiata, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia dimidiata,,,,,,,,,,,,,,,,,
6612,Acacia distans, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia distans,,,,,,,,,,,,,,,,,
19683,Acacia dodonaeifolia,"Sticky Wattle, Hop-leaved Wattle, Black Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Rare,Acacia dodonaeifolia,,,,,,,,,,,,,,,,,,,,,,,,,
75086,Acacia donaldsonii,Binneringie Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia donaldsonii,,,,,,,,,,,,,,,,,
19365,Acacia doratoxylon,"Currawang, Spearwood, Lancewood",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Acacia doratoxylon,,,Least Concern,Acacia doratoxylon,,,,,,,,,,,,,,,,,
21224,Acacia drepanophylla, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia drepanophylla,,,,,,,,,,,,,,,,,
13495,Acacia dunnii,"Dunn's Wattle, Elephant-ear Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia dunnii,,,,,,,,,,,,,,,,,
7448,Acacia duriuscula, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia duriuscula,,,,,,,,,,,,,,,,,
75099,Acacia elachantha, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia elachantha,,,,,,,,,,,,,,,,,
8595,Acacia elongata,"Swamp Wattle, Slender Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia elongata,,,,,,,,,,,,,,,,,
20884,Acacia enervia, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia enervia,,,,,,,,,,,,,,,,,
11573,Acacia ensifolia, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia ensifolia,,,,,,,,,,,,,,,,,
17615,Acacia enterocarpa,Jumping-jack Wattle,Endangered,Acacia enterocarpa,16-Jul-00,,29-Sep-21,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Endangered,Acacia enterocarpa,,,Endangered,Acacia enterocarpa,,,,,,,,,Present,,Present,,,,,,,,,,
16856,Acacia epacantha, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Acacia epacantha,,,,,,,,,,,,,,,,,
2146,Acacia ephedroides, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia ephedroides,,,,,,,,,,,,,,,,,
87480,Acacia equisetifolia,a shrub,Critically Endangered,Acacia equisetifolia,18-Aug-06,,3-Jul-08,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,Critically Endangered,Acacia equisetifolia,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,
14236,Acacia eremaea, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia eremaea,,,,,,,,,,,,,,,,,
6324,Acacia eremophila, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia eremophila,,,,,,,,,,,,,,,,,
9280,Acacia eremophiloides, ,Vulnerable,Acacia eremophiloides,16-Jul-00,,29-Apr-14,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Vulnerable,Acacia eremophiloides,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
15494,Acacia erinacea, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Rare,Acacia erinacea,,,,,,,,,,,,,,,,,,,,,,,,,
9896,Acacia eriopoda, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia eriopoda,,,,,,,,,,,,,,,,,
4027,Acacia estrophiolata,"Ironwood, Southern Ironwood",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia estrophiolata,,,,,,,,,,,,,,,,,
85648,Acacia euthycarpa subsp. oblanceolata,Wedderburn Wattle,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Acacia euthycarpa subsp. oblanceolata,,,,,,,,,,,,,,,,,,,,,
65261,Acacia euthyphylla, ,,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia euthyphylla,,,,,,,,,,,,,,,,,
18919,Acacia excelsa,"Ironwood, Rosewood, Doodlallie, Bunkerman",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia excelsa,,,,,,,,,,,,,,,,,
20903,Acacia falcata,"Burra, Sickle-shaped Acacia, Sally, Hickory Wattle, Silver-leaved Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia falcata,,,,,,,,,,,,,,,,,
15476,Acacia falciformis,"Mountain Hickory, Broad-leaved Hickory, Pale Hickory Wattle, Hickory Wattle, Black Wattle, Tanning Wattle, Large-leaf Hickory Wattle",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia falciformis,,,,,,,,,,,,,,,,,
4188,Acacia fasciculifera,"Scaly Bark, Scrub Ironbark, Rosewood (Moreton District, Qld)",,,,,,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia fasciculifera,,,,,,,,,,,,,,,,,
